row ID	ID	aveLog2CPM	log2CPM_A	log2CPM_B	FC	log2FC	PValue	adj.PValue
366	ENST00000566158	12.9037879749693	12.1250613446412	13.6825146052973	1.12844910358696	0.174341350157064	0.745090918149654	1.0
367	ENST00000561976	477.452062319219	467.214148358172	487.689976280266	1.04382535930054	0.0618803571694709	0.746617407113678	1.0
368	ENST00000549328	130.4969801341	127.041106736326	133.952853531873	1.05440559337925	0.0764299286443991	0.747508348317487	1.0
369	ENST00000568409	201.059451112385	207.045163099566	195.073739125204	0.942179649139617	-0.0859259244209422	0.750824336400427	1.0
370	ENST00000567298	84.5446308652085	86.2446501265875	82.8446116038294	0.960576818182141	-0.0580271027780161	0.751290982862832	1.0
371	ENST00000570064	1612.96761743212	1633.41953613354	1592.5156987307	0.974958155882194	-0.0365877935601921	0.755268164409808	1.0
372	ENST00000564466	827.165369607106	805.031411578541	849.299327635671	1.05498905436538	0.0772280308806071	0.755840467679274	1.0
373	ENST00000564477	34.4204058743688	36.3410713900752	32.4997403586624	0.894297804536882	-0.161172760587813	0.759826669495575	1.0
374	ENST00000562184	130.379464730769	126.616631987158	134.14229747438	1.05943662668254	0.0832972912444912	0.759919111437196	1.0
375	ENST00000563779	21.3964417432398	20.1178309914512	22.6750524950284	1.12711218742536	0.172631121709736	0.761092963224076	1.0
376	ENST00000567713	107.82311404703	105.432600626508	110.213627467552	1.04534676004038	0.063981589203208	0.761621431936615	1.0
377	ENST00000565275	39.433936190475	36.7022312627834	42.1656411181665	1.14885770339862	0.200200117989087	0.762152394442825	1.0
378	ENST00000568683	30.0846533251755	28.7788920217449	31.3904146286061	1.09074437629107	0.125313035421581	0.764294767297749	1.0
379	ENST00000564957	30.8368521630392	28.9357883620051	32.7379159640733	1.13139879081576	0.178107534212551	0.766219065641928	1.0
380	ENST00000484610	3371.01865392502	3411.91161118676	3330.12569666329	0.976029298574057	-0.0350036394423624	0.766226206428045	1.0
381	ENST00000268695	269.997792800774	267.291590925002	272.703994676546	1.02024906108274	0.0289213829097654	0.766397469962014	1.0
382	ENST00000570086	18.4821524370361	16.8978682571583	20.0664366169139	1.18751290467739	0.247943191264985	0.769695775749003	1.0
383	ENST00000563749	1033.44668049071	1054.50780977429	1012.38555120714	0.960055053005093	-0.0588109573659214	0.772498988024341	1.0
384	ENST00000305850	50.6710530631768	49.3745767349085	51.9675293914451	1.05251594703197	0.0738420922272075	0.772827863227705	1.0
